idx,SN,zhel_spec,tmax(B)_spec,tmax(B)_err_spec,ref_spec,Dm15_spec,Dm15_err_spec,ref1_spec,M_B_spec,M_B_err_spec,B-V_spec,B-V_err_spec,Bm-Vm_spec,Bm-Vm_err_spec,Phot_ref_spec,ref..2,n_spec,RA,DEC,z_CMB,z_CMB_salt2_err,m_B_salt2,m_B_salt2_err,x_1_salt2,x_1_salt2_err,c_salt2,c_salt2_err,mu_salt2,mu_salt2_err,EW5972_spec,EW6355_spec,v6355_spec,Phase_spec,BClass_spec,WClass_spec,SNIa_salt,z_cmb_salt,z_err_salt,m_B_salt,m_B_err_salt,s_salt,s_err_salt,c_salt,c_err_salt,mu_salt,mu_err_salt,SNIa_ml31,z_ml31,z_err_ml31,x1_ml31,x1_err_ml31,c_ml31,c_err_ml31,mu_ml31,mu_err_ml31
115,2003ch,0.025,52725.3,0.8,"M,SA,SN",1.22,0.07,SN,-99.99,9.99,-9.99,9.99,-9.99,9.99,CfA3,,13.0,109.49133333333332,9.693027777777775,0.03,0.001,16.654,0.017,-1.63,0.213,0.019,0.017,35.879,0.192,18.1,104.8,-10979.0,-0.2,BL,N,sn03ch,0.03,0.001,16.656,0.138,0.807,0.01,0.022,0.006,35.826,0.16899999999999998,sn03ch,0.03,0.001,0.16,0.107,0.102,0.076,35.97,0.161
116,2003cq,0.0333,52738.2,0.9,"B,M,SA,SN",1.2,0.06,B,-19.34,0.09,-0.15,0.05,-0.11,0.06,"CfA3,Gan10",,8.0,179.05904166666664,60.521972222222225,0.034,0.001,17.208,0.047,-0.985,0.239,0.22699999999999998,0.040999999999999995,35.985,0.213,26.8,124.3,-11684.0,0.0,BL,N,sn03cq,0.034,0.001,17.208,0.14,0.898,0.011,0.202,0.016,36.024,0.16899999999999998,sn03cq,0.034,0.001,0.0,0.09,0.6890000000000001,0.262,35.91,0.28800000000000003
117,2003du,0.0064,52766.1,1.0,"B,M,SA,SN",1.07,0.06,B,-99.99,9.99,-9.99,9.99,-9.99,9.99,"CfA3,Jha07",,23.0,218.64916666666664,59.3343888888889,,,,,,,,,,,1.9,88.8,-10527.0,-0.3,CN,N,,,,,,,,,,,,,,,,,,,,
118,2003fa,0.0404,52806.2,0.5,"B,M,SA,SN",0.8,0.05,B,-19.65,0.07,-0.11,0.05,-0.09,0.05,CfA3,,20.0,266.0321666666666,40.881,0.039,0.001,16.642,0.016,1.128,0.134,-0.005,0.013000000000000001,36.215,0.17800000000000002,2.9,39.8,-10422.0,-5.6,SS,91T,sn03fa,0.039,0.001,16.643,0.138,1.067,0.006,-0.008,0.004,36.212,0.157,sn03fa,0.039,0.001,-0.272,0.039,0.032,0.027999999999999997,36.372,0.11900000000000001
119,2003gn,0.0346,52852.5,0.2,"B,M,SA,SN",1.22,0.04,B,-19.21,0.08,-0.18,0.05,-0.17,0.05,Gan10,,1.0,338.4653333333333,20.80236111111111,,,,,,,,,,,23.8,137.5,-12868.0,-3.0,BL,HV,,,,,,,,,,,,,,,,,,,,
120,2003gq,0.0214,52847.9,0.6,Gan10,1.69,0.19,Gan10,-99.99,9.99,-9.99,9.99,-9.99,9.99,Gan10,,1.0,343.33616666666666,32.132666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2003hu,0.075,52901.1,2.1,"M,SA,SN",9.99,9.99,,-99.99,9.99,-9.99,9.99,-9.99,9.99,CfA3,,6.0,287.88083333333327,77.89311111111111,0.075,0.001,18.403,0.10300000000000001,0.872,0.42,0.166,0.036000000000000004,37.525,0.217,10.8,34.2,-9725.0,0.1,SS,91T,,,,,,,,,,,,sn03hu,0.075,0.001,-0.254,0.081,0.282,0.16699999999999998,37.691,0.195
122,2003ic,0.0553,52905.8,1.5,"M,SA",9.99,9.99,,-99.99,9.99,-9.99,9.99,-9.99,9.99,CfA3,,8.0,10.459291666666664,-9.305277777777778,0.054000000000000006,0.001,17.63,0.026000000000000002,-2.497,0.319,0.018000000000000002,0.027000000000000003,36.769,0.184,4.5,78.9,-12179.0,-2.3,CN,N,sn03ic,0.054000000000000006,0.001,17.64,0.139,0.738,0.023,0.036000000000000004,0.015,36.685,0.157,sn03ic,0.054000000000000006,0.001,0.248,0.13,0.152,0.11599999999999999,36.763000000000005,0.17
123,2003it,0.0251,52934.5,0.2,"B,M,SA,SN",1.36,0.09,B,-19.17,0.1,-0.08,0.05,-0.06,0.05,CfA3,,15.0,1.4519583333333332,27.452666666666666,0.024,0.001,16.334,0.025,-1.7380000000000002,0.341,0.086,0.027000000000000003,35.383,0.212,17.4,97.4,-11737.0,-0.2,CN,N,sn03it,0.024,0.001,16.351,0.139,0.8170000000000001,0.013,0.08900000000000001,0.012,35.35800000000001,0.185,sn03it,0.024,0.001,0.401,0.11,0.252,0.12,35.248000000000005,0.188
124,2003iv,0.0343,52933.9,0.4,"M,SA",1.65,0.07,Pri09,-99.99,9.99,-9.99,9.99,-9.99,9.99,CfA3,,8.0,42.53020833333333,12.84625,0.034,0.001,16.956,0.024,-2.4219999999999997,0.46799999999999997,-0.024,0.025,36.204,0.198,30.2,109.0,-10920.0,-0.5,CL,N,sn03iv,0.034,0.001,16.951,0.138,0.715,0.016,-0.016,0.009000000000000001,36.104,0.165,sn03iv,0.034,0.001,0.40299999999999997,0.106,0.07400000000000001,0.055,36.213,0.155
125,2003kc,0.0334,52977.4,2.9,"M,SA",9.99,9.99,,-99.99,9.99,-9.99,9.99,-9.99,9.99,"CfA3,Gan10",,7.0,146.643,30.655277777777766,,,,,,,,,,,7.6,109.8,-12850.0,-0.9,BL,HV,,,,,,,,,,,,,,,,,,,,
126,2003kf,0.0074,52980.8,0.4,"B,M,SA,SN",1.1,0.05,B,-99.99,9.99,-9.99,9.99,-9.99,9.99,"CfA3,Gan10",,26.0,91.14758333333332,-12.628555555555556,,,,,,,,,,,8.5,79.3,-11500.0,-3.4,CN,N,,,,,,,,,,,,,,,,,,,,
127,2004L,0.0323,53028.9,0.3,"B,M,SA,SN",1.12,0.07,B,-19.29,0.09,-0.08,0.06,-0.06,0.06,CfA3,,13.0,156.767125,16.018694444444446,0.033,0.001,17.377,0.034,-1.147,0.306,0.285,0.025,35.993,0.196,12.1,57.6,-10117.0,2.5,CN,N,sn04L,0.033,0.001,17.307000000000002,0.142,0.89,0.018000000000000002,0.21600000000000005,0.016,36.074,0.172,,,,,,,,,
128,2004as,0.031,53085.4,0.6,"B,M,SA,SN",0.92,0.08,B,-19.47,0.09,-0.14,0.05,-0.14,0.05,CfA3,,18.0,171.41324999999995,22.830388888888887,0.032,0.001,16.948,0.015,-0.13699999999999998,0.166,0.134,0.015,36.044000000000004,0.18600000000000005,11.8,130.5,-11844.0,-0.1,BL,N,sn04as,0.032,0.001,16.977,0.138,0.97,0.011,0.14800000000000002,0.008,36.021,0.166,sn04as,0.032,0.001,-0.154,0.057,0.37799999999999995,0.10099999999999999,36.155,0.16399999999999998
129,2004at,0.0223,53092.0,0.8,"B,M,SA,SN",1.05,0.03,B,-19.49,0.06,-0.16,0.03,-0.17,0.05,Gan10,,11.0,164.68824999999995,59.48666666666666,,,,,,,,,,,9.3,87.3,-10749.0,0.2,CN,N,,,,,,,,,,,,,,,,,,,,
130,2004bg,0.0208,53109.5,0.5,"B,M,SA",1.05,0.09,B,-19.46,0.08,-0.07,0.06,-0.05,0.07,CfA3,,5.0,170.25637499999996,21.339833333333328,0.022000000000000002,0.001,15.527999999999999,0.05,0.40299999999999997,0.172,-0.001,0.026000000000000002,35.015,0.22,13.7,92.5,-10160.0,2.6,CN,N,sn04bg,0.022,0.001,15.618,0.141,1.038,0.011,0.015,0.012,35.091,0.193,sn04bg,0.022000000000000002,0.001,-0.124,0.06,0.09699999999999999,0.077,35.141999999999996,0.18
131,2004bk,0.023,53112.8,0.3,"B,SA",1.02,0.07,B,-19.51,0.08,-0.1,0.05,-0.09,0.09,Gan10,,1.0,204.36966666666663,4.103138888888888,,,,,,,,,,,14.9,73.7,-11811.0,6.4,CN,HV,,,,,,,,,,,,,,,,,,,,
132,2004ef,0.031,53263.7,0.2,"B,M,SA,SN",1.39,0.04,B,-19.19,0.08,-0.09,0.04,-0.06,0.05,"CfA3,Gan10",,15.0,340.54388749999987,19.996941666666668,,,,,,,,,,,20.2,126.4,-12332.0,-0.4,BL,HV,,,,,,,,,,,,,,,,,,,,
133,2004fu,0.0092,53325.6,0.2,"M,SA,SN",1.08,0.07,SN,-99.99,9.99,-9.99,9.99,-9.99,9.99,CfA3,,9.0,308.7980833333333,64.80713888888889,,,,,,,,,,,19.5,134.1,-12391.0,2.4,BL,HV,,,,,,,,,,,,,,,,,,,,
134,2004fz,0.0173,53333.3,0.3,"B,M,SA,SN",1.36,0.05,B,-19.29,0.08,-0.12,0.05,-0.14,0.05,Gan10,,1.0,30.276708333333332,31.87894444444445,,,,,,,,,,,31.1,80.0,-11061.0,-6.8,CN,N,,,,,,,,,,,,,,,,,,,,
135,2004gs,0.0266,53355.8,0.1,"B,SA",1.41,0.11,B,-19.25,0.16,-0.21,0.06,-0.08,0.05,Gan10,,10.0,129.59937916666664,17.631347222222214,,,,,,,,,,,43.8,133.7,-11262.0,-0.3,CL,N,,,,,,,,,,,,,,,,,,,,
136,2005A,0.0191,53379.5,0.2,Bur11,1.11,0.05,Bur11,-99.99,9.99,-9.99,9.99,-9.99,9.99,Con10,,4.0,37.68020833333333,-2.9388333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2005M,0.022,53405.1,1.4,"B,M,SA,SN",0.87,0.06,B,-19.74,0.08,-0.25,0.05,-0.15,0.04,"CfA3,Gan10",,10.0,144.38649999999996,23.20277777777777,,,,,,,,,,,7.3,44.3,-8102.0,0.2,SS,91T,,,,,,,,,,,,,,,,,,,,
138,2005am,0.0084,53435.3,0.5,"B,M,SA,SN",1.3,0.05,B,-99.99,9.99,-9.99,9.99,-9.99,9.99,"CfA3,Gan10",,19.0,139.05195833333335,-16.304444444444446,,,,,,,,,,,26.1,117.5,-11961.0,2.0,BL,N,,,,,,,,,,,,,,,,,,,,
139,2005bc,0.0121,53469.5,0.4,"B,M,SA,SN",1.32,0.05,B,-99.99,9.99,-9.99,9.99,-9.99,9.99,Gan10,,2.0,219.3115833333333,38.454083333333344,,,,,,,,,,,27.7,99.0,-11510.0,-5.0,CN,N,,,,,,,,,,,,,,,,,,,,
140,2005bl,0.024,53482.1,0.3,Tau08,1.93,0.1,Tau08,-99.99,9.99,-9.99,9.99,-9.99,9.99,Tau08,,1.0,181.051,20.406833333333328,,,,,,,,,,,46.0,82.8,-10589.0,-2.9,CL,91bg,,,,,,,,,,,,,,,,,,,,
141,2005bo,0.0137,53478.3,0.7,"B,M,SA,SN",1.28,0.03,B,-19.28,0.07,-0.12,0.04,-0.13,0.06,Gan10,,2.0,192.42095833333332,-11.0965,,,,,,,,,,,23.0,98.0,-11068.0,-0.1,CN,N,,,,,,,,,,,,,,,,,,,,
142,2005cc,0.0075,53518.6,0.5,B,1.94,0.06,B,-99.99,9.99,-9.99,9.99,-9.99,9.99,Gan10,,12.0,209.27066666666664,41.8465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2005cf,0.0065,53533.7,0.2,"B,M,SA,SN",1.1,0.03,B,-99.99,9.99,-9.99,9.99,-9.99,9.99,CfA3,,27.0,230.388,-7.449194444444445,,,,,,,,,,,6.5,99.1,-10352.0,-0.2,CN,N,,,,,,,,,,,,,,,,,,,,
144,2005el,0.0148,53646.4,0.2,"B,M,SA,SN",1.27,0.05,B,-19.18,0.06,-0.08,0.04,-0.06,0.05,CfA3,,8.0,77.95316666666666,5.194166666666667,0.015,0.001,14.804,0.013000000000000001,-1.7469999999999999,0.077,-0.065,0.013000000000000001,34.225,0.248,20.6,90.8,-10675.0,2.1,CN,N,,,,,,,,,,,,sn05el,0.015,0.001,0.259,0.057,0.04,0.034,34.286,0.218
145,2005eq,0.029,53654.0,0.4,"B,M,SA,SN",0.88,0.05,B,-19.63,0.07,-0.11,0.05,-0.1,0.05,CfA3,,12.0,47.20545833333333,-7.03325,0.027999999999999997,0.001,16.223,0.012,0.82,0.09300000000000001,0.034,0.01,35.668,0.18899999999999997,5.6,53.1,-9876.0,0.4,SS,91T,sn05eq,0.028,0.001,16.268,0.138,1.119,0.005,0.059,0.004,35.726,0.171,sn05eq,0.027999999999999997,0.001,-0.266,0.039,0.08,0.063,35.885999999999996,0.14800000000000002
146,2005eu,0.0349,53659.7,0.0,"B,M,SA,SN",0.89,0.06,B,-19.66,0.08,-0.09,0.06,-0.06,0.06,CfA3,,7.0,36.930416666666666,28.17716666666667,0.034,0.001,16.361,0.024,0.6859999999999999,0.122,-0.064,0.021,36.034,0.188,2.7,28.7,-11170.0,-5.2,SS,N,sn05eu,0.034,0.001,16.281,0.138,1.008,0.018000000000000002,-0.129,0.004,36.088,0.163,sn05eu,0.034,0.001,-0.251,0.042,0.061,0.048,36.18,0.14
147,2005hc,0.0459,53667.7,0.4,"B,M,SA,SN",1.03,0.04,B,-19.57,0.08,-0.17,0.04,-0.16,0.04,CfA3,,3.0,29.1999,-0.2135055555555556,0.045,0.001,17.311,0.01,-0.022000000000000002,0.14,0.008,0.009000000000000001,36.731,0.17300000000000001,16.2,86.8,-11172.0,5.4,CN,N,sn05hc,0.045,0.001,17.373,0.138,0.977,0.006999999999999999,0.068,0.005,36.634,0.153,sn05hc,0.045,0.001,-0.129,0.055999999999999994,0.132,0.081,36.869,0.14
148,2005hk,0.013,53684.6,0.5,Phi07,1.56,0.09,Phi07,-99.99,9.99,-9.99,9.99,-9.99,9.99,"CfA3,Phi07",,13.0,6.962041666666666,-1.1981388888888889,,,,,,,,,,,9.9,26.4,-5491.0,-1.4,SS,-,,,,,,,,,,,,,,,,,,,,
149,2005iq,0.034,53687.4,0.3,"B,M,SA,SN",1.19,0.06,B,-19.32,0.08,-0.15,0.04,-0.13,0.04,CfA3,,1.0,359.63541666666663,-18.709166666666665,0.033,0.001,16.787,0.015,-1.556,0.187,-0.040999999999999995,0.013999999999999999,36.169000000000004,0.185,17.0,90.0,-11593.0,-6.0,CN,N,sn05iq,0.033,0.001,16.775,0.138,0.833,0.009000000000000001,-0.051,0.008,36.166,0.165,sn05iq,0.033,0.001,0.172,0.07400000000000001,0.086,0.068,36.203,0.14800000000000002
150,2005kc,0.0151,53697.3,0.2,"B,M,SN",1.24,0.04,B,-19.39,0.08,-0.14,0.05,-0.07,0.05,CfA3,,6.0,338.5305833333333,5.568416666666668,0.013999999999999999,0.001,15.616,0.012,-0.747,0.1,0.32,0.012,34.187,0.257,26.5,84.6,-10248.0,6.7,CN,N,,,,,,,,,,,,sn05kc,0.013999999999999999,0.001,0.009000000000000001,0.064,1.137,0.122,33.766999999999996,0.242
151,2005ke,0.0045,53698.8,0.7,"M,SN",1.82,0.05,SN,-99.99,9.99,-9.99,9.99,-9.99,9.99,CfA3,,10.0,53.768125,-24.944111111111113,,,,,,,,,,,53.2,100.3,-9646.0,0.5,CL,91bg,,,,,,,,,,,,,,,,,,,,
152,2005ki,0.0196,53705.5,0.3,"B,M,SA,SN",1.41,0.07,B,-19.19,0.06,-0.08,0.03,-0.07,0.03,CfA3,,1.0,160.11814583333333,9.182538888888887,0.021,0.001,15.546,0.021,-2.077,0.14800000000000002,-0.057999999999999996,0.018000000000000002,34.914,0.214,21.2,101.8,-11203.0,1.0,CN,N,sn05ki,0.021,0.001,15.566,0.138,0.794,0.004,-0.034,0.006,34.864000000000004,0.194,sn05ki,0.021,0.001,0.376,0.068,0.084,0.055999999999999994,34.806,0.179
153,2005lz,0.04,53736.1,0.1,"B,M,SA",1.34,0.08,B,-19.22,0.09,-0.09,0.05,-0.09,0.05,CfA3,,1.0,32.707333333333324,34.98283333333333,0.04,0.001,17.59,0.015,-1.4609999999999999,0.188,0.127,0.015,36.567,0.179,,,,,,,sn05lz,0.04,0.001,17.596,0.138,0.807,0.009000000000000001,0.15,0.006,36.432,0.157,sn05lz,0.04,0.001,0.203,0.08800000000000001,0.39399999999999996,0.11800000000000001,36.519,0.166
154,2005mc,0.0253,53733.6,0.2,"M,SN",1.63,0.05,SN,-99.99,9.99,-9.99,9.99,-9.99,9.99,CfA3,,2.0,126.77649999999996,21.646,0.026000000000000002,0.001,17.236,0.018000000000000002,-3.0410000000000004,0.242,0.309,0.017,35.597,0.19899999999999998,22.0,75.9,-12349.0,-2.2,CN,N,sn05mc,0.026,0.001,17.184,0.138,0.622,0.006,0.256,0.005,35.518,0.17600000000000002,sn05mc,0.026000000000000002,0.001,0.888,0.08,0.36700000000000005,0.151,35.361,0.17
155,2005na,0.0263,53740.9,1.3,"B,M,SA",1.09,0.06,B,-19.37,0.07,-0.1,0.06,-0.08,0.06,"CfA3,Gan10",,6.0,105.40258333333333,14.13325,0.027000000000000003,0.001,16.099,0.016,-0.73,0.10099999999999999,0.012,0.013999999999999999,35.436,0.19399999999999998,9.4,76.6,-10655.0,1.4,CN,N,sn05na,0.027000000000000003,0.001,16.059,0.138,0.92,0.001,0.003,0.005,35.417,0.174,sn05na,0.027000000000000003,0.001,-0.006999999999999999,0.055,0.12,0.084,35.461999999999996,0.165
156,2006D,0.0086,53757.0,0.3,"B,M,SA,SN",1.35,0.05,B,-99.99,9.99,-9.99,9.99,-9.99,9.99,CfA3,,2.0,193.141125,-9.775194444444443,,,,,,,,,,,21.4,94.4,-10833.0,-1.4,CN,N,,,,,,,,,,,,,,,,,,,,
157,2006H,0.014,53752.6,0.4,"M,SN",1.83,0.05,SN,-99.99,9.99,-9.99,9.99,-9.99,9.99,CfA3,,14.0,51.50620833333333,40.695138888888884,,,,,,,,,,,42.1,99.0,-10387.0,4.5,CL,91bg,,,,,,,,,,,,,,,,,,,,
158,2006N,0.0143,53760.6,0.2,"B,M,SA,SN",1.5,0.03,B,-19.18,0.08,-0.09,0.04,-0.07,0.04,CfA3,,12.0,92.13016666666668,64.7236388888889,0.013999999999999999,0.001,15.13,0.016,-2.439,0.122,0.01,0.013999999999999999,34.294000000000004,0.253,19.1,86.8,-11266.0,0.7,CN,N,,,,,,,,,,,,,,,,,,,,
159,2006S,0.0321,53769.2,0.1,"B,M,SA,SN",0.93,0.04,B,-19.64,0.08,-0.14,0.04,-0.12,0.04,CfA3,,9.0,191.41291666666663,35.08677777777778,0.033,0.001,16.804000000000002,0.01,0.547,0.10300000000000001,0.098,0.01,36.062,0.182,1.2,64.1,-10847.0,0.2,SS,N,sn06S,0.033,0.001,16.831,0.138,1.035,0.02,0.117,0.001,36.036,0.165,,,,,,,,,
160,2006X,0.0052,53786.1,0.8,"B,SA,SN",1.18,0.03,B,-99.99,9.99,-9.99,9.99,-9.99,9.99,CfA3,,25.0,185.72470833333333,15.808888888888893,,,,,,,,,,,8.0,175.7,-15680.0,1.3,BL,HV,,,,,,,,,,,,,,,,,,,,
161,2006ac,0.0227,53781.1,0.2,"B,M,SA,SN",1.2,0.03,B,-19.21,0.07,-0.01,0.04,0.01,0.05,CfA3,,12.0,190.43708333333333,35.068722222222235,0.024,0.001,16.164,0.012,-0.968,0.098,0.126,0.011000000000000001,35.19300000000001,0.201,18.0,142.2,-12865.0,6.2,BL,HV,sn06ac,0.024,0.001,16.147000000000002,0.138,0.8690000000000001,0.005,0.092,0.004,35.21,0.183,sn06ac,0.024,0.001,0.175,0.066,0.209,0.08199999999999999,35.292,0.17300000000000001
162,2006al,0.0679,53787.7,0.3,"M,SA,SN",1.35,0.07,SN,-99.99,9.99,-9.99,9.99,-9.99,9.99,CfA3,,6.0,159.86774999999997,5.183416666666667,0.069,0.001,18.395,0.027000000000000003,-2.2769999999999997,0.327,-0.012,0.025,37.63,0.18,19.4,99.3,-10885.0,2.5,CN,N,sn06al,0.069,0.001,18.379,0.138,0.775,0.003,-0.049,0.012,37.691,0.14800000000000002,sn06al,0.069,0.001,0.16399999999999998,0.10099999999999999,0.075,0.055999999999999994,37.834,0.134
163,2006ax,0.0167,53826.8,0.3,"B,M,SA,SN",1.06,0.03,B,-19.5,0.06,-0.1,0.03,-0.09,0.03,CfA3,,4.0,171.01441666666662,-12.291444444444444,0.018000000000000002,0.001,15.005999999999998,0.008,-0.052000000000000005,0.057,-0.039,0.008,34.541,0.223,9.4,93.1,-10233.0,0.5,CN,N,sn06ax,0.018000000000000002,0.001,15.054,0.138,0.969,0.003,-0.017,0.003,34.524,0.208,sn06ax,0.018000000000000002,0.001,-0.141,0.04,0.062,0.046,34.684,0.18600000000000003
164,2006az,0.0311,53826.4,0.4,"B,M,SA,SN",1.29,0.03,B,-19.28,0.06,-0.14,0.04,-0.1,0.04,CfA3,,2.0,183.06116666666665,56.1793888888889,0.032,0.001,16.436,0.012,-1.758,0.09,-0.052000000000000005,0.011000000000000001,35.824,0.184,20.0,78.3,-10776.0,-1.0,CN,N,sn06az,0.032,0.001,16.441,0.138,0.818,0.003,-0.049,0.003,35.806,0.165,sn06az,0.032,0.001,0.248,0.054000000000000006,0.040999999999999995,0.034,35.852,0.13699999999999998
165,2006bq,0.0219,53846.9,0.8,"B,SA,SN",1.29,0.06,B,-19.18,0.09,-0.09,0.07,-0.07,0.07,CfA3,,1.0,279.9945,39.98077777777778,0.021,0.001,16.218,0.013999999999999999,-1.9,0.115,0.162,0.012,35.062,0.20800000000000002,20.9,179.4,-13581.0,5.3,BL,HV,sn06bq,0.021,0.001,16.273,0.138,0.773,0.011,0.156,0.001,35.053000000000004,0.191,sn06bq,0.021,0.001,0.28600000000000003,0.071,0.235,0.111,35.163000000000004,0.18600000000000003
166,2006br,0.0245,53852.1,1.1,"B,SA,SN",1.12,0.09,B,-99.99,9.99,-9.99,9.99,-9.99,9.99,CfA3,,2.0,202.5075,13.415777777777775,,,,,,,,,,,8.2,91.8,-13962.0,0.2,BL,HV,,,,,,,,,,,,,,,,,,,,
167,2006bt,0.0322,53857.4,0.6,"B,M,SA",1.0,0.06,B,-19.47,0.09,-0.13,0.06,-0.08,0.06,"CfA3,Gan10",,9.0,239.140875,20.052,0.033,0.001,16.896,0.008,0.069,0.10400000000000001,0.162,0.008,35.944,0.182,34.7,122.7,-11515.0,-0.1,CL,N,sn06bt,0.033,0.001,16.915,0.138,0.99,0.006999999999999999,0.149,0.004,35.981,0.16399999999999998,sn06bt,0.033,0.001,-0.198,0.047,0.664,0.098,35.784,0.158
168,2006bu,0.081,53856.4,0.2,M,9.99,9.99,,-99.99,9.99,-9.99,9.99,-9.99,9.99,CfA3,,1.0,208.19920833333333,5.313722222222221,0.084,0.001,18.133,0.09,2.347,0.816,-0.126,0.042,38.131,0.22899999999999998,,,,,,,sn06bu,0.084,0.001,18.086,0.16,1.4,0.044,-0.037000000000000005,0.031,38.143,0.19,sn06bu,0.084,0.001,-0.27,0.102,0.067,0.065,38.016999999999996,0.131
169,2006bw,0.03,53852.3,3.5,"B,SA",1.28,0.09,B,-19.29,0.1,-0.11,0.07,-0.1,0.08,CfA3,,1.0,218.486375,3.798833333333333,0.031,0.001,17.476,0.052000000000000005,-2.173,0.272,0.369,0.028999999999999998,35.778,0.20600000000000002,48.6,131.9,-11012.0,4.9,CL,N,,,,,,,,,,,,sn06bw,0.031,0.001,0.42700000000000005,0.132,0.358,0.215,35.681999999999995,0.20600000000000002
170,2006bz,0.0268,53862.6,0.2,M,2.09,0.16,CfA3,-99.99,9.99,-9.99,9.99,-9.99,9.99,CfA3,,3.0,195.18075,27.96161111111111,,,,,,,,,,,47.8,110.2,-10443.0,-0.3,CL,91bg,sn06bz,0.028,0.001,18.244,0.138,0.496,0.005,0.5589999999999999,0.009000000000000001,35.63800000000001,0.174,sn06bz,0.027999999999999997,0.001,1.505,0.075,0.35100000000000003,0.193,35.306999999999995,0.191
