idx,SN,zhel_spec,tmax(B)_spec,tmax(B)_err_spec,ref_spec,Dm15_spec,Dm15_err_spec,ref1_spec,M_B_spec,M_B_err_spec,B-V_spec,B-V_err_spec,Bm-Vm_spec,Bm-Vm_err_spec,Phot_ref_spec,ref..2,n_spec,RA,DEC,z_CMB,z_CMB_salt2_err,m_B_salt2,m_B_salt2_err,x_1_salt2,x_1_salt2_err,c_salt2,c_salt2_err,mu_salt2,mu_salt2_err,EW5972_spec,EW6355_spec,v6355_spec,Phase_spec,BClass_spec,WClass_spec,SNIa_salt,z_cmb_salt,z_err_salt,m_B_salt,m_B_err_salt,s_salt,s_err_salt,c_salt,c_err_salt,mu_salt,mu_err_salt,SNIa_ml31,z_ml31,z_err_ml31,x1_ml31,x1_err_ml31,c_ml31,c_err_ml31,mu_ml31,mu_err_ml31
171,2006cf,0.0416,53872.4,0.2,M,9.99,9.99,,-99.99,9.99,-9.99,9.99,-9.99,9.99,CfA3,,7.0,163.51075,46.02675,0.042,0.001,17.090999999999998,0.04,-1.166,0.415,-0.02,0.027999999999999997,36.461999999999996,0.195,13.7,82.2,-10512.0,1.8,CN,N,sn06cf,0.042,0.001,17.082,0.138,0.887,0.001,-0.011,0.006999999999999999,36.436,0.155,sn06cf,0.042,0.001,-0.055999999999999994,0.095,0.114,0.08,36.564,0.146
172,2006cj,0.0675,53878.5,1.2,"M,SA,SN",0.81,0.06,SN,-99.99,9.99,-9.99,9.99,-9.99,9.99,CfA3,,8.0,194.85174999999995,28.347666666666665,0.068,0.001,18.087,0.027000000000000003,1.475,0.59,-0.075,0.017,37.868,0.182,12.4,107.5,-11041.0,-0.2,BL,N,sn06cj,0.068,0.001,18.145,0.138,1.105,0.053,-0.017,0.01,37.784,0.161,sn06cj,0.068,0.001,-0.147,0.11900000000000001,0.045,0.037000000000000005,37.821999999999996,0.131
173,2006cm,0.0163,53885.4,0.5,B,1.04,0.07,B,-99.99,9.99,-9.99,9.99,-9.99,9.99,CfA3,,2.0,320.07283333333334,-1.6843055555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,2006cp,0.0223,53896.7,0.0,"B,M,SA,SN",0.98,0.09,B,-19.47,0.09,-0.09,0.05,-0.06,0.05,CfA3,,11.0,184.81204166666663,22.427277777777785,0.023,0.001,15.972999999999999,0.015,-0.07200000000000001,0.1,0.153,0.013000000000000001,35.028,0.20199999999999999,14.6,147.4,-12535.0,6.3,BL,HV,sn06cp,0.023,0.001,15.977,0.138,0.941,0.005,0.151,0.005,34.977,0.184,sn06cp,0.023,0.001,-0.138,0.061,0.7040000000000001,0.109,34.846,0.18899999999999997
175,2006cq,0.0483,53889.8,0.0,M,9.99,9.99,,-99.99,9.99,-9.99,9.99,-9.99,9.99,CfA3,,1.0,201.1045833333333,30.95630555555556,0.049,0.001,17.535999999999998,0.013000000000000001,-0.009000000000000001,0.47600000000000003,0.035,0.013999999999999999,36.89,0.179,12.9,84.8,-10544.0,-3.3,CN,N,sn06cq,0.049,0.001,17.541,0.138,0.99,0.043,0.033,0.009000000000000001,36.907,0.161,sn06cq,0.049,0.001,-0.23399999999999999,0.10400000000000001,0.162,0.12,37.069,0.175
176,2006cz,0.0418,53907.3,0.1,SA,9.99,9.99,,-99.99,9.99,-9.99,9.99,-9.99,9.99,CfA3,,3.0,222.15275,-4.741861111111112,,,,,,,,,,,5.8,52.3,-11629.0,-1.0,SS,91T,,,,,,,,,,,,,,,,,,,,
177,2006em,0.0192,53976.7,0.7,"B,M",1.5,0.15,B,-99.99,9.99,-9.99,9.99,-9.99,9.99,"CfA3,Gan10",,1.0,36.43458333333332,41.942166666666665,,,,,,,,,,,62.4,91.1,-9564.0,3.7,CL,91bg,,,,,,,,,,,,sn06em,0.018000000000000002,0.001,1.463,0.083,0.49700000000000005,0.237,35.063,0.247
178,2006eq,0.0495,53975.3,0.5,Bur11,1.62,0.05,Bur11,-99.99,9.99,-9.99,9.99,-9.99,9.99,Con10,,1.0,322.15470833333325,1.2281111111111112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,2006et,0.0224,53993.9,0.5,"B,M,SA,SN",1.02,0.05,B,-19.52,0.08,-0.07,0.06,-0.05,0.06,CfA3,,2.0,10.690916666666665,-23.55844444444445,0.021,0.001,15.942,0.025,0.626,0.226,0.201,0.02,34.951,0.214,17.3,76.4,-9458.0,2.4,CN,N,sn06et,0.021,0.001,15.937,0.139,1.106,0.014,0.156,0.01,35.128,0.193,sn06et,0.021,0.001,-0.225,0.07400000000000001,0.474,0.139,35.032,0.217
180,2006ev,0.0286,53988.6,0.5,Str11,1.32,0.05,Str11,-99.99,9.99,-9.99,9.99,-9.99,9.99,"CfA3,Str11",,1.0,322.74691666666666,13.989222222222221,,,,,,,,,,,22.1,124.2,-11455.0,5.5,BL,N,,,,,,,,,,,,,,,,,,,,
181,2006gj,0.0283,53999.1,0.2,"M,SA,SN",1.48,0.05,SN,-99.99,9.99,-9.99,9.99,-9.99,9.99,CfA3,,2.0,49.39916666666666,-1.6917222222222217,0.027999999999999997,0.001,17.651,0.03,-2.171,0.275,0.408,0.022000000000000002,35.85800000000001,0.2,38.7,108.4,-11394.0,-0.7,CL,N,sn06gj,0.028,0.001,17.6,0.139,0.68,0.011,0.316,0.011,35.84900000000001,0.175,sn06gj,0.027999999999999997,0.001,0.513,0.135,1.112,0.187,35.306,0.18100000000000002
182,2006gr,0.0346,54012.4,0.5,"B,M,SA,SN",0.81,0.07,B,-19.64,0.08,-0.12,0.05,-0.08,0.06,CfA3,,17.0,338.0944583333333,30.82869444444445,0.034,0.001,16.909000000000002,0.01,0.405,0.09300000000000001,0.113,0.009000000000000001,36.115,0.18100000000000002,10.4,64.8,-11955.0,-1.1,SS,N,sn06gr,0.034,0.001,16.933,0.138,0.991,0.005,0.14,0.004,36.023,0.162,sn06gr,0.034,0.001,-0.254,0.036000000000000004,0.353,0.098,36.209,0.153
183,2006gt,0.0448,54001.9,0.2,Bur11,1.66,0.05,Bur11,-99.99,9.99,-9.99,9.99,-9.99,9.99,Con10,,3.0,14.072083333333332,-1.6294444444444445,,,,,,,,,,,43.2,115.5,-10359.0,1.4,CL,91bg,,,,,,,,,,,,sn06gt,0.044000000000000004,0.001,0.7070000000000001,0.151,0.147,0.131,36.796,0.18
184,2006hb,0.0153,53999.6,0.4,"B,SA",1.44,0.09,B,-19.17,0.09,-0.11,0.07,-0.17,0.06,"CfA3,Gan10",,8.0,75.50533333333331,-21.131972222222224,,,,,,,,,,,44.8,121.5,-10669.0,6.8,CL,91bg,,,,,,,,,,,,sn06hb,0.015,0.001,0.5589999999999999,0.08900000000000001,0.158,0.106,34.211999999999996,0.225
185,2006kf,0.0213,54040.7,0.0,"B,M,SA,SN",1.55,0.03,B,-19.09,0.09,-0.11,0.04,-0.1,0.04,CfA3,,1.0,55.46033333333333,8.156944444444445,0.021,0.001,15.806,0.026000000000000002,-2.86,0.20800000000000002,-0.031,0.025,35.028,0.21899999999999997,30.6,106.4,-11862.0,-5.2,CL,N,sn06kf,0.021,0.001,15.767,0.138,0.687,0.006,-0.061,0.006999999999999999,35.001,0.194,sn06kf,0.021,0.001,0.6609999999999999,0.092,0.07,0.055999999999999994,34.959,0.193
186,2006le,0.0174,54047.4,0.3,"B,M,SA,SN",0.88,0.03,B,-19.65,0.04,-0.14,0.03,-0.09,0.03,CfA3,,23.0,75.17495833333331,62.25527777777778,0.017,0.001,14.802,0.012,1.452,0.091,-0.054000000000000006,0.011000000000000001,34.528,0.228,11.6,92.1,-11477.0,2.9,CN,N,sn06le,0.017,0.001,14.757,0.138,1.021,0.003,-0.039,0.003,34.348,0.212,sn06le,0.017,0.001,-0.23199999999999998,0.033,0.087,0.081,34.713,0.198
187,2006lf,0.0132,54045.0,0.2,"B,M,SA,SN",1.3,0.06,B,-99.99,9.99,-9.99,9.99,-9.99,9.99,"CfA3,Gan10",,20.0,69.622875,44.03375,0.013000000000000001,0.001,13.629000000000001,0.021,-1.9380000000000002,0.11900000000000001,-0.20800000000000002,0.019,33.385,0.27,23.0,98.8,-11687.0,-4.5,CN,N,,,,,,,,,,,,sn06lf,0.013000000000000001,0.001,0.263,0.062,0.193,0.153,33.721,0.254
188,2006mo,0.0372,54046.8,0.7,"M,SA",9.99,9.99,,-99.99,9.99,-9.99,9.99,-9.99,9.99,CfA3,,1.0,11.660625,36.332722222222216,0.036000000000000004,0.001,17.404,0.040999999999999995,-2.658,0.25,0.10099999999999999,0.033,36.32,0.2,30.2,91.7,-10633.0,5.2,CL,N,sn06mo,0.036000000000000004,0.001,17.357,0.138,0.696,0.0,0.053,0.008,36.306,0.16,sn06mo,0.036000000000000004,0.001,0.667,0.10099999999999999,0.11199999999999999,0.099,36.18,0.16699999999999998
189,2006nz,0.0441,54057.9,0.1,M,9.99,9.99,,-99.99,9.99,-9.99,9.99,-9.99,9.99,CfA3,,1.0,14.12170833333333,-1.2266944444444443,0.037000000000000005,0.001,18.096,0.036000000000000004,-3.484,0.971,0.305,0.032,36.421,0.22,,,,,,,sn06nz,0.037000000000000005,0.001,18.032,0.139,0.596,0.001,0.281,0.013,36.267,0.162,sn06nz,0.037000000000000005,0.001,1.101,0.11699999999999999,0.214,0.177,36.044000000000004,0.18899999999999997
190,2006oa,0.06,54066.2,0.1,"B,M,SA,SN",0.89,0.07,B,-19.59,0.1,-0.08,0.05,-0.07,0.05,CfA3,,7.0,320.9289999999998,-0.8430611111111111,0.059000000000000004,0.001,17.83,0.017,0.7559999999999999,0.28300000000000003,0.038,0.012,37.257,0.171,,,,,,,sn06oa,0.059,0.001,17.819000000000006,0.138,0.924,0.013,0.064,0.006999999999999999,37.025,0.14800000000000002,sn06oa,0.059000000000000004,0.001,-0.20199999999999999,0.09300000000000001,0.17,0.091,37.344,0.145
191,2006ot,0.0529,54063.7,0.5,Str11,0.84,0.05,Str11,-99.99,9.99,-9.99,9.99,-9.99,9.99,"CfA3,Str11",,2.0,33.77016666666666,-20.766166666666667,,,,,,,,,,,15.9,156.9,-15064.0,-0.4,BL,HV,,,,,,,,,,,,,,,,,,,,
192,2006sr,0.0244,54092.1,0.4,"B,M,SA,SN",1.24,0.06,B,-19.18,0.08,-0.09,0.05,-0.06,0.05,CfA3,,6.0,0.8959166666666666,23.19616666666667,0.023,0.001,16.12,0.015,-1.6280000000000001,0.209,0.061,0.013000000000000001,35.241,0.204,17.6,106.2,-12490.0,-0.9,BL,HV,sn06sr,0.023,0.001,16.118,0.138,0.835,0.009000000000000001,0.041,0.006,35.272,0.185,sn06sr,0.023,0.001,0.17800000000000002,0.081,0.23600000000000002,0.122,35.282,0.192
193,2007A,0.0171,54112.6,0.5,Str11,0.95,0.05,Str11,-99.99,9.99,-9.99,9.99,-9.99,9.99,Str11,,3.0,6.319416666666666,12.886805555555556,,,,,,,,,,,13.7,79.8,-10864.0,-2.4,CN,N,,,,,,,,,,,,,,,,,,,,
194,2007F,0.0236,54123.4,0.0,"B,M,SA,SN",0.96,0.03,B,-19.57,0.06,-0.13,0.04,-0.12,0.04,CfA3,,13.0,195.8128333333333,50.61880555555555,0.024,0.001,15.853,0.009000000000000001,0.33899999999999997,0.067,-0.008,0.009000000000000001,35.351,0.198,12.6,79.4,-11139.0,-0.9,CN,N,sn07F,0.024,0.001,15.864,0.138,1.014,0.003,-0.009000000000000001,0.004,35.37,0.181,,,,,,,,,
195,2007S,0.0139,54144.1,0.1,"B,M,SA,SN",0.94,0.03,B,-99.99,9.99,-9.99,9.99,-9.99,9.99,CfA3,,12.0,150.13025,4.407277777777779,0.015,0.001,15.81,0.01,0.8270000000000001,0.09699999999999999,0.473,0.01,34.168,0.258,3.8,53.6,-10061.0,-0.7,SS,91T,,,,,,,,,,,,,,,,,,,,
196,2007ae,0.0644,54154.0,0.1,"B,M,SA,SN",0.98,0.06,B,-19.58,0.08,-0.08,0.06,-0.02,0.06,CfA3,,2.0,255.46645833333332,79.03183333333334,0.064,0.001,17.736,0.042,1.05,0.35100000000000003,0.02,0.022000000000000002,37.238,0.182,10.9,64.2,-10697.0,2.3,SS,N,sn07ae,0.064,0.001,17.657,0.147,1.105,0.023,0.006999999999999999,0.018000000000000002,37.233,0.162,sn07ae,0.064,0.001,-0.203,0.06,0.106,0.078,37.336,0.13699999999999998
197,2007af,0.0054,54174.1,0.4,"M,SA,SN",1.04,0.05,SN,-99.99,9.99,-9.99,9.99,-9.99,9.99,CfA3,,32.0,215.587625,-0.3937777777777778,,,,,,,,,,,17.0,105.2,-10969.0,0.3,BL,N,,,,,,,,,,,,,,,,,,,,
198,2007al,0.0121,54168.9,0.3,"M,SN",1.89,0.05,SN,-99.99,9.99,-9.99,9.99,-9.99,9.99,"CfA3,Gan10",,8.0,149.82699999999997,-19.473833333333328,,,,,,,,,,,22.4,41.4,-9420.0,2.4,CL,91bg,,,,,,,,,,,,sn07al,0.013000000000000001,0.001,1.334,0.102,0.6509999999999999,0.256,34.153,0.285
199,2007au,0.02,54184.0,0.4,"M,SN",1.69,0.05,SN,-99.99,9.99,-9.99,9.99,-9.99,9.99,CfA3,,4.0,107.942125,49.853722222222224,0.02,0.001,16.616,0.035,-3.4189999999999996,0.272,0.32899999999999996,0.03,34.888000000000005,0.22699999999999998,54.1,135.2,-10893.0,1.1,CL,N,sn07au,0.02,0.001,16.474,0.138,0.63,0.003,0.217,0.005,34.916,0.197,sn07au,0.02,0.001,1.06,0.059000000000000004,0.191,0.12,34.671,0.193
200,2007ax,0.0071,54187.1,0.5,Str11,1.87,0.05,Str11,-99.99,9.99,-9.99,9.99,-9.99,9.99,"CfA3,Str11",,6.0,125.68025,22.55469444444445,,,,,,,,,,,35.7,77.2,-9862.0,-0.8,CL,91bg,,,,,,,,,,,,,,,,,,,,
201,2007ba,0.0385,54196.2,0.5,Str11,1.89,0.05,Str11,-99.99,9.99,-9.99,9.99,-9.99,9.99,"CfA3,Str11",,3.0,229.174225,7.396922222222222,,,,,,,,,,,49.9,114.1,-10374.0,3.1,CL,91bg,,,,,,,,,,,,sn07ba,0.039,0.001,1.183,0.102,0.141,0.124,35.91,0.157
202,2007bc,0.0208,54199.9,0.1,"B,M,SA,SN",1.37,0.05,B,-19.29,0.08,-0.13,0.05,-0.13,0.04,CfA3,,8.0,169.81927916666663,20.813527777777786,0.022000000000000002,0.001,15.854000000000001,0.019,-1.669,0.16,0.032,0.018000000000000002,35.043,0.21,35.4,98.6,-10619.0,-2.6,CL,N,sn07bc,0.022,0.001,15.87,0.138,0.8140000000000001,0.006999999999999999,0.039,0.008,35.003,0.19,sn07bc,0.022000000000000002,0.001,0.242,0.076,0.325,0.128,34.916,0.205
203,2007bd,0.031,54206.5,0.1,"B,M,SA,SN",1.3,0.08,B,-19.21,0.06,-0.06,0.04,-0.04,0.04,CfA3,,6.0,127.88696666666668,-1.1977833333333334,0.032,0.001,16.539,0.015,-1.818,0.153,-0.002,0.016,35.798,0.187,14.1,109.9,-12640.0,-1.3,BL,HV,sn07bd,0.032,0.001,16.52,0.138,0.7909999999999999,0.003,-0.004,0.004,35.736,0.16399999999999998,sn07bd,0.032,0.001,0.284,0.084,0.08900000000000001,0.077,35.836999999999996,0.161
204,2007bm,0.0062,54224.5,0.4,"M,SA,SN",1.09,0.05,SN,-99.99,9.99,-9.99,9.99,-9.99,9.99,CfA3,,11.0,171.25958333333332,-9.798277777777775,,,,,,,,,,,31.2,105.8,-10232.0,6.6,BL,N,,,,,,,,,,,,,,,,,,,,
205,2007ca,0.0141,54226.7,0.2,"B,M,SA,SN",0.89,0.04,B,-99.99,9.99,-9.99,9.99,-9.99,9.99,CfA3,,9.0,202.7742083333333,-15.101833333333332,0.015,0.001,15.91,0.012,0.21100000000000002,0.11199999999999999,0.298,0.012,34.635999999999996,0.244,11.2,87.2,-10783.0,3.4,CN,N,sn07ca,0.015,0.001,15.907,0.138,0.986,0.005,0.258,0.005,34.687,0.229,sn07ca,0.015,0.001,-0.184,0.047,0.9229999999999999,0.126,34.394,0.23800000000000002
206,2007cg,0.0332,54228.5,1.8,"B,SA",1.05,0.1,B,-99.99,9.99,-9.99,9.99,-9.99,9.99,CfA3,,3.0,201.38991666666664,-24.65225,0.034,0.001,18.155,0.062,-0.868,0.45299999999999996,0.6709999999999999,0.028999999999999998,35.845,0.207,7.3,72.3,-12994.0,5.5,BL,HV,,,,,,,,,,,,,,,,,,,,
207,2007ci,0.018000000000000002,54246.4,0.2,"M,SN",1.6,0.05,SN,-99.99,9.99,-9.99,9.99,-9.99,9.99,CfA3,,11.0,176.44104166666665,19.770527777777776,0.019,0.001,15.91,0.032,-3.182,0.247,0.134,0.027999999999999997,34.691,0.23,46.2,122.1,-11944.0,-1.2,CL,N,sn07ci,0.019,0.001,15.886,0.138,0.693,0.003,0.121,0.005,34.656,0.202,sn07ci,0.019,0.001,0.7809999999999999,0.084,0.397,0.161,34.285,0.21
208,2007co,0.027000000000000003,54264.6,0.1,"B,M,SA,SN",1.16,0.03,B,-19.41,0.07,-0.1,0.04,-0.08,0.04,CfA3,,17.0,275.765,29.897111111111112,0.027000000000000003,0.001,16.456,0.006999999999999999,-0.46799999999999997,0.08800000000000001,0.15,0.006999999999999999,35.477,0.192,10.6,114.9,-12044.0,-0.2,BL,N,sn07co,0.027000000000000003,0.001,16.521,0.138,0.92,0.003,0.182,0.003,35.415,0.174,sn07co,0.027000000000000003,0.001,-0.052000000000000005,0.064,0.578,0.113,35.379,0.168
209,2007cq,0.0262,54280.6,0.2,"B,M,SA,SN",1.2,0.06,B,-19.35,0.06,-0.02,0.03,0.0,0.03,CfA3,,2.0,333.668375,5.080166666666666,0.025,0.001,15.799000000000001,0.011000000000000001,-0.6920000000000001,0.163,0.034,0.01,35.086,0.198,4.8,44.4,-10738.0,-4.0,SS,91T,sn07cq,0.025,0.001,15.786,0.138,0.883,0.009000000000000001,0.006,0.005,35.09,0.18,sn07cq,0.025,0.001,0.047,0.064,0.17800000000000002,0.109,35.164,0.183
210,2007fb,0.018000000000000002,54286.7,0.3,BSNIP,9.99,9.99,,-99.99,9.99,-9.99,9.99,-9.99,9.99,,,11.0,359.2182083333333,5.5088333333333335,,,,,,,,,,,33.0,114.1,-11593.0,1.7,CL,N,,,,,,,,,,,,,,,,,,,,
211,2007fs,0.0173,54296.3,2.1,BSNIP,9.99,9.99,,-99.99,9.99,-9.99,9.99,-9.99,9.99,,,8.0,330.41849999999994,-21.508222222222226,,,,,,,,,,,10.0,88.3,-10440.0,3.1,CN,N,,,,,,,,,,,,,,,,,,,,
212,2007hj,0.0143,54348.9,0.2,"M,SA",1.95,0.06,Gan10,-99.99,9.99,-9.99,9.99,-9.99,9.99,Gan10,,14.0,345.4495416666666,15.5865,,,,,,,,,,,51.3,139.0,-12242.0,-0.6,CL,N,,,,,,,,,,,,,,,,,,,,
213,2007if,0.0742,54348.4,0.5,Sca10,0.71,0.06,Sca10,-99.99,9.99,-9.99,9.99,-9.99,9.99,Sca10,,11.0,17.714041666666667,15.461083333333333,,,,,,,,,,,8.4,18.5,-8465.0,-2.9,SS,-,,,,,,,,,,,,,,,,,,,,
214,2007jg,0.0371,54365.8,0.5,Str11,1.17,0.05,Str11,-99.99,9.99,-9.99,9.99,-9.99,9.99,Str11,,2.0,52.46170833333333,0.056833333333333326,,,,,,,,,,,11.7,119.4,-12835.0,-2.3,BL,HV,,,,,,,,,,,,,,,,,,,,
215,2007kk,0.041,54382.2,2.0,BSNIP,9.99,9.99,,-99.99,9.99,-9.99,9.99,-9.99,9.99,,,16.0,55.59691666666666,39.24177777777777,,,,,,,,,,,3.8,104.1,-12600.0,-0.8,BL,N,,,,,,,,,,,,,,,,,,,,
216,2007le,0.0068,54398.7,0.5,"B,M,SA,SN",1.01,0.03,B,-99.99,9.99,-9.99,9.99,-9.99,9.99,Gan10,,27.0,354.70187499999986,-6.522694444444442,,,,,,,,,,,13.0,115.2,-12529.0,5.4,BL,HV,,,,,,,,,,,,,,,,,,,,
217,2007nq,0.045,54397.6,0.5,Str11,1.47,0.05,Str11,-99.99,9.99,-9.99,9.99,-9.99,9.99,Str11,,2.0,14.389999999999995,-1.38875,,,,,,,,,,,25.0,112.1,-11471.0,6.3,BL,N,,,,,,,,,,,,,,,,,,,,
218,2007ux,0.0309,54460.4,1.0,SA,1.74,0.07,Gan10,-99.99,9.99,-9.99,9.99,-9.99,9.99,Gan10,,2.0,152.33325,14.992444444444445,,,,,,,,,,,36.2,95.8,-10588.0,5.8,CL,N,,,,,,,,,,,,,,,,,,,,
219,2008A,0.0162,54478.1,0.5,B,1.28,0.09,B,-99.99,9.99,-9.99,9.99,-9.99,9.99,Gan10,,14.0,24.572416666666665,35.370472222222226,,,,,,,,,,,15.5,20.4,-7663.0,0.0,SS,-,,,,,,,,,,,,,,,,,,,,
220,2008C,0.017,54465.8,0.5,Str11,1.11,0.05,Str11,-99.99,9.99,-9.99,9.99,-9.99,9.99,Str11,,7.0,104.29804166666666,20.437138888888885,,,,,,,,,,,9.4,78.6,-10936.0,4.4,CN,N,,,,,,,,,,,,,,,,,,,,
221,2008L,0.0194,54492.4,0.4,"B,M,SA,SN",1.38,0.06,B,-19.26,0.07,-0.13,0.07,-0.08,0.08,CfA3,,1.0,49.319375,41.382666666666665,0.019,0.001,15.104000000000001,0.045,-2.04,0.25,-0.084,0.037000000000000005,34.542,0.242,25.9,111.3,-11620.0,5.6,BL,HV,sn08L,0.019,0.001,15.071,0.138,0.775,0.009000000000000001,-0.077,0.004,34.457,0.204,,,,,,,,,
222,2008Q,0.0081,54505.4,0.2,SA,1.25,0.08,Gan10,-99.99,9.99,-9.99,9.99,-9.99,9.99,Gan10,,6.0,21.238458333333327,9.550416666666667,,,,,,,,,,,20.2,91.6,-11561.0,-0.3,CN,N,,,,,,,,,,,,,,,,,,,,
223,2008R,0.0135,54492.8,0.5,Str11,1.54,0.05,Str11,-99.99,9.99,-9.99,9.99,-9.99,9.99,Str11,,1.0,45.97375,-11.994277777777775,,,,,,,,,,,47.0,120.3,-10409.0,5.3,CL,91bg,,,,,,,,,,,,,,,,,,,,
224,2008Z,0.021,54514.7,0.3,"M,SA,SN",1.02,0.05,SN,-99.99,9.99,-9.99,9.99,-9.99,9.99,Gan10,,16.0,145.81354166666662,36.284416666666665,,,,,,,,,,,4.5,52.0,-11708.0,-4.3,SS,N,,,,,,,,,,,,,,,,,,,,
225,2008ae,0.0301,54507.4,1.0,BSNIP,9.99,9.99,,-99.99,9.99,-9.99,9.99,-9.99,9.99,,,6.0,149.01333333333332,10.499666666666666,,,,,,,,,,,9.3,27.9,-8216.0,-0.1,SS,-,,,,,,,,,,,,,,,,,,,,
226,2008af,0.0335,54501.4,0.5,B,1.33,0.08,B,-19.14,0.08,-0.08,0.07,-0.05,0.07,CfA3,,2.0,224.86874999999995,16.653416666666665,0.034,0.001,17.314,0.017,-1.979,0.205,0.261,0.02,35.903,0.187,18.0,119.7,-11759.0,5.9,BL,HV,,,,,,,,,,,,sn08af,0.034,0.001,0.249,0.091,0.092,0.079,36.095,0.166
227,2008ar,0.0261,54534.1,0.6,"M,SA,SN",1.1,0.05,SN,-99.99,9.99,-9.99,9.99,-9.99,9.99,Gan10,,20.0,186.158,10.838166666666668,,,,,,,,,,,12.7,81.2,-10629.0,-0.7,CN,N,,,,,,,,,,,,,,,,,,,,
228,2008bf,0.0246,54554.6,0.4,"B,M,SA,SN",1.05,0.04,B,-19.53,0.05,-0.04,0.04,-0.01,0.04,CfA3,,14.0,181.01208333333332,20.245166666666666,0.026000000000000002,0.001,15.696,0.01,0.17,0.09699999999999999,0.032,0.01,35.075,0.195,8.9,81.7,-11467.0,0.7,CN,N,sn08bf,0.026,0.001,15.716,0.138,1.038,0.006,0.019,0.005,35.177,0.17800000000000002,sn08bf,0.026000000000000002,0.001,-0.142,0.053,0.11599999999999999,0.069,35.25,0.16
